sale_id,drug_id,hospital_id,sale_date,units_sold,revenue
S000558,D0120,H095,2025-03-15,56,16883.44
S000559,D0017,H081,2024-04-30,688,242444.32
S000560,D0112,H013,2025-03-04,879,429874.95
S000561,D0049,H004,2023-09-10,578,148621.14
S000562,D0071,H017,2024-02-07,466,31166.08
S000563,D0088,H036,2025-09-30,623,39354.91
S000564,D0088,H073,2023-09-13,334,21098.78
S000565,D0005,H092,2025-03-28,513,137925.18
S000566,D0039,H036,2023-10-29,452,161088.28
S000567,D0097,H016,2025-04-04,667,237178.53
S000568,D0120,H081,2023-06-08,750,226117.5
S000569,D0093,H042,2023-02-10,338,87836.06
S000570,D0045,H016,2024-07-18,530,141976.4
S000571,D0029,H030,2025-12-30,911,263197.01
S000572,D0102,H014,2023-06-02,615,220003.95
S000573,D0116,H096,2023-07-29,858,14603.16
S000574,D0001,H029,2023-07-09,42,15559.74
S000575,D0036,H036,2023-03-18,695,289620.4
S000576,D0040,H068,2025-12-04,133,21047.25
S000577,D0007,H080,2025-11-12,364,107019.64
S000578,D0058,H050,2024-12-05,42,19896.66
S000579,D0027,H010,2024-02-03,174,50773.2
S000580,D0022,H093,2023-11-03,108,40329.36
S000581,D0010,H073,2024-11-01,371,127931.93
S000582,D0032,H079,2025-11-06,379,82966.89
S000583,D0085,H057,2023-05-12,772,12228.48
S000584,D0078,H011,2025-10-16,44,16388.68
S000585,D0053,H005,2024-11-20,486,148677.12
S000586,D0093,H059,2024-05-18,234,60809.58
S000587,D0114,H007,2023-09-27,200,6802.0
S000588,D0053,H087,2024-10-28,127,38851.84
S000589,D0116,H056,2024-12-03,223,3795.46
S000590,D0071,H040,2023-07-02,484,32369.92
S000591,D0067,H051,2025-03-17,474,75858.96
S000592,D0012,H073,2024-10-20,600,167784.0
S000593,D0026,H080,2023-06-30,505,50646.45
S000594,D0072,H074,2023-11-20,136,3405.44
S000595,D0040,H026,2025-05-05,68,10761.0
S000596,D0113,H100,2025-06-18,58,6348.68
S000597,D0047,H070,2024-06-20,48,8259.84
S000598,D0012,H043,2024-06-17,240,67113.6
S000599,D0078,H052,2023-09-26,276,102801.72
S000600,D0079,H004,2025-07-23,694,44992.02
S000601,D0111,H010,2023-04-09,756,294076.44
S000602,D0011,H051,2025-09-16,571,217185.56
S000603,D0046,H019,2023-07-28,829,131612.04
S000604,D0059,H043,2023-09-12,197,42364.85
S000605,D0018,H074,2025-07-11,343,119933.38
S000606,D0007,H043,2025-02-21,192,56449.92
S000607,D0045,H097,2025-02-08,204,54647.52
S000608,D0046,H035,2024-06-05,803,127484.28
S000609,D0050,H001,2024-07-03,72,16176.24
S000610,D0016,H098,2025-06-28,472,21438.24
S000611,D0068,H039,2024-06-03,456,39649.2
S000612,D0050,H092,2024-08-11,446,100202.82
S000613,D0065,H085,2024-01-19,437,46405.03
S000614,D0006,H094,2023-06-24,405,161036.1
S000615,D0090,H039,2025-09-24,398,92168.84
S000616,D0039,H069,2023-03-15,228,81256.92
S000617,D0013,H042,2023-12-26,623,200057.76
S000618,D0118,H087,2023-04-28,982,478332.2
S000619,D0072,H019,2023-10-01,20,500.8
S000620,D0006,H067,2025-06-13,922,366605.64
S000621,D0120,H052,2025-10-26,23,6934.27
S000622,D0120,H043,2024-02-14,285,85924.65
S000623,D0063,H076,2023-09-19,804,218583.48
S000624,D0110,H067,2024-10-16,559,177370.7
S000625,D0005,H032,2024-08-02,815,219120.9
S000626,D0071,H084,2025-01-11,447,29895.36
S000627,D0002,H053,2025-12-25,342,141659.82
S000628,D0019,H033,2023-09-15,926,273781.16
S000629,D0101,H058,2024-04-08,249,93489.54
S000630,D0087,H087,2023-07-10,943,61125.26
S000631,D0042,H096,2023-08-13,219,65730.66
S000632,D0072,H043,2024-06-15,551,13797.04
S000633,D0086,H010,2025-11-27,74,34364.12
S000634,D0046,H007,2025-06-17,543,86206.68
S000635,D0036,H067,2023-10-17,533,222111.76
S000636,D0116,H005,2024-10-09,819,13939.38
S000637,D0076,H079,2024-06-26,323,143037.32
S000638,D0022,H097,2024-11-18,517,193058.14
S000639,D0024,H086,2024-08-06,624,223835.04
S000640,D0010,H024,2023-08-21,840,289657.2
S000641,D0054,H062,2024-03-26,961,308490.61
S000642,D0109,H067,2024-07-09,852,284440.2
S000643,D0021,H081,2025-06-13,856,288180.96
S000644,D0009,H028,2023-05-02,61,17232.5
S000645,D0050,H045,2024-06-29,462,103797.54
S000646,D0099,H027,2024-02-20,677,263799.82
S000647,D0088,H011,2025-09-21,44,2779.48
S000648,D0033,H023,2024-03-04,746,34838.2
S000649,D0052,H025,2024-02-02,604,9374.08
S000650,D0018,H023,2025-04-12,72,25175.52
S000651,D0091,H006,2025-05-10,766,93306.46
S000652,D0063,H033,2025-11-08,945,256917.15
S000653,D0039,H073,2023-07-29,634,225951.26
S000654,D0039,H073,2025-09-05,137,48825.43
S000655,D0086,H064,2024-10-13,882,409583.16
S000656,D0098,H071,2024-04-13,67,15339.65
S000657,D0034,H026,2024-01-17,302,22275.52
S000658,D0003,H046,2023-09-03,548,137175.36
S000659,D0023,H023,2023-03-22,807,115449.42
S000660,D0089,H006,2023-04-10,469,64843.94
S000661,D0064,H097,2024-04-29,510,218973.6
S000662,D0019,H009,2023-09-16,824,243623.84
S000663,D0099,H060,2024-12-19,184,71697.44
S000664,D0082,H091,2025-04-18,14,5833.94
S000665,D0019,H028,2025-04-28,847,250424.02
S000666,D0048,H074,2023-02-28,266,11895.52
S000667,D0022,H098,2025-01-08,155,57880.1
S000668,D0051,H075,2023-11-27,382,25678.04
S000669,D0021,H046,2025-05-01,883,297270.78
S000670,D0067,H065,2024-01-08,350,56014.0
S000671,D0017,H020,2024-12-15,820,288959.8
S000672,D0053,H075,2023-10-07,157,48029.44
S000673,D0044,H075,2023-05-22,559,246082.98
S000674,D0038,H048,2023-03-20,190,61123.0
S000675,D0068,H044,2024-12-25,957,83211.15
S000676,D0064,H034,2023-10-29,626,268779.36
S000677,D0087,H056,2024-09-12,642,41614.44
S000678,D0033,H031,2025-03-02,215,10040.5
S000679,D0033,H045,2024-08-29,174,8125.8
S000680,D0033,H039,2024-04-18,46,2148.2
S000681,D0014,H047,2024-09-17,263,41782.81
S000682,D0023,H073,2024-04-20,494,70671.64
S000683,D0010,H044,2023-02-07,344,118621.52
S000684,D0107,H038,2025-05-22,241,100362.04
S000685,D0071,H009,2023-10-09,638,42669.44
S000686,D0006,H045,2023-09-23,229,91054.98
S000687,D0013,H034,2023-11-06,87,27937.44
S000688,D0016,H085,2023-08-29,651,29568.42
S000689,D0031,H056,2024-09-16,36,13285.8
S000690,D0006,H035,2025-11-14,823,327241.26
S000691,D0005,H078,2023-03-07,983,264289.38
S000692,D0007,H030,2025-07-27,262,77030.62
S000693,D0017,H005,2025-02-22,74,26076.86
S000694,D0108,H004,2025-02-21,69,18534.78
S000695,D0056,H055,2025-03-23,846,16420.86
S000696,D0077,H069,2025-07-03,520,221728.0
S000697,D0054,H056,2024-02-06,507,162752.07
S000698,D0078,H044,2024-07-13,109,40599.23
S000699,D0072,H030,2025-10-11,426,10667.04
S000700,D0075,H061,2024-02-16,690,294823.2
S000701,D0112,H037,2025-08-21,542,265065.1
S000702,D0020,H074,2023-06-16,71,12935.49
S000703,D0045,H032,2025-03-01,596,159656.48
S000704,D0088,H007,2023-01-05,592,37396.64
S000705,D0060,H010,2024-01-05,985,492096.15
S000706,D0117,H037,2024-07-16,368,30959.84
S000707,D0068,H092,2025-06-17,466,40518.7
S000708,D0003,H083,2025-06-02,75,18774.0
S000709,D0089,H070,2024-01-02,834,115308.84
S000710,D0105,H011,2024-06-02,650,268287.5
S000711,D0071,H072,2023-01-23,286,19127.68
S000712,D0071,H067,2023-09-21,385,25748.8
S000713,D0024,H075,2025-07-06,342,122678.82
S000714,D0029,H053,2023-09-08,149,43047.59
S000715,D0061,H049,2024-01-24,225,86748.75
S000716,D0055,H014,2023-09-10,641,12903.33
S000717,D0008,H094,2025-10-10,426,178302.3
S000718,D0098,H075,2025-09-22,663,151793.85
S000719,D0066,H059,2025-11-26,683,332040.45
S000720,D0102,H050,2023-01-15,630,225369.9
S000721,D0069,H039,2025-05-01,727,183669.28
S000722,D0098,H024,2023-03-30,699,160036.05
S000723,D0022,H030,2025-02-26,76,28379.92
S000724,D0091,H002,2024-10-31,301,36664.81
S000725,D0112,H081,2023-09-08,578,282670.9
S000726,D0027,H033,2025-03-28,212,61861.6
S000727,D0026,H093,2023-10-16,389,39012.81
S000728,D0112,H042,2023-01-05,613,299787.65
S000729,D0017,H069,2023-05-19,635,223767.65
S000730,D0049,H061,2024-09-17,547,140650.11
S000731,D0072,H042,2024-10-15,583,14598.32
S000732,D0082,H096,2023-02-03,915,381289.65
S000733,D0058,H042,2024-06-09,998,472782.54
S000734,D0013,H092,2023-10-15,712,228637.44
S000735,D0095,H045,2024-03-04,660,45922.8
S000736,D0086,H080,2025-10-31,338,156960.44
S000737,D0018,H058,2024-04-16,909,317840.94
S000738,D0085,H022,2024-12-02,246,3896.64
S000739,D0077,H013,2024-04-12,720,307008.0
S000740,D0020,H095,2024-12-10,989,180185.91
S000741,D0045,H078,2023-09-12,823,220465.24
S000742,D0058,H082,2025-12-27,474,224548.02
S000743,D0119,H079,2023-07-23,206,98513.32
S000744,D0042,H095,2024-12-10,960,288134.4
S000745,D0041,H089,2024-12-19,210,42541.8
S000746,D0076,H062,2025-08-24,895,396341.8
S000747,D0032,H009,2025-01-11,720,157615.2
S000748,D0054,H078,2023-04-09,526,168851.26
S000749,D0114,H074,2023-09-26,421,14318.21
S000750,D0043,H012,2024-12-13,450,4500.0
S000751,D0108,H006,2024-01-26,22,5909.64
S000752,D0110,H074,2024-11-20,980,310954.0
S000753,D0050,H069,2025-01-31,351,78859.17
S000754,D0008,H031,2025-04-01,266,111334.3
S000755,D0035,H055,2024-08-07,941,358276.34
S000756,D0058,H016,2023-02-09,299,141645.27
S000757,D0005,H016,2025-02-22,608,163466.88
S000758,D0056,H082,2025-11-25,557,10811.37
S000759,D0084,H097,2025-11-04,81,20430.63
S000760,D0051,H048,2024-02-22,116,7797.52
S000761,D0006,H050,2024-04-02,314,124852.68
S000762,D0064,H017,2024-10-28,378,162298.08
S000763,D0110,H015,2025-10-01,302,95824.6
S000764,D0063,H032,2025-07-23,398,108204.26
S000765,D0016,H007,2024-05-07,767,34837.14
S000766,D0032,H048,2023-06-18,453,99166.23
S000767,D0028,H088,2024-03-10,388,168066.08
S000768,D0044,H080,2025-06-29,275,121060.5
S000769,D0007,H051,2023-08-21,267,78500.67
S000770,D0020,H085,2025-01-07,643,117148.17
S000771,D0012,H047,2025-08-17,280,78299.2
S000772,D0021,H005,2025-11-01,427,143753.82
S000773,D0112,H089,2025-06-24,157,76780.85
S000774,D0078,H093,2025-05-03,761,283449.67
S000775,D0035,H086,2025-01-06,239,90996.86
S000776,D0073,H048,2023-03-10,181,58685.63
S000777,D0114,H030,2025-12-11,398,13535.98
S000778,D0090,H097,2025-08-09,623,144274.34
S000779,D0048,H094,2025-12-26,911,40739.92
S000780,D0108,H082,2024-09-16,869,233430.78
S000781,D0096,H036,2024-08-21,56,25281.2
S000782,D0047,H004,2023-12-04,699,120283.92
S000783,D0043,H067,2023-08-21,901,9010.0
S000784,D0019,H065,2025-10-13,191,56471.06
S000785,D0074,H098,2025-04-24,159,56071.35
S000786,D0067,H059,2025-04-20,844,135073.76
S000787,D0029,H030,2024-01-16,261,75405.51
S000788,D0090,H029,2023-09-13,350,81053.0
S000789,D0070,H062,2025-01-13,368,101641.6
S000790,D0098,H077,2025-06-29,156,35716.2
S000791,D0026,H099,2023-06-18,602,60374.58
S000792,D0105,H015,2023-05-16,685,282733.75
S000793,D0019,H064,2024-04-07,371,109689.86
S000794,D0035,H083,2023-05-16,699,266137.26
S000795,D0010,H019,2023-01-30,854,294484.82
S000796,D0026,H027,2025-07-25,376,37709.04
S000797,D0082,H079,2023-10-04,856,356703.76
S000798,D0006,H042,2025-06-09,977,388474.74
S000799,D0061,H047,2024-10-18,940,362417.0
S000800,D0027,H077,2023-07-25,936,273124.8
S000801,D0050,H009,2023-04-01,954,214335.18
S000802,D0059,H018,2024-02-13,790,169889.5
S000803,D0039,H085,2025-03-24,597,212764.83
S000804,D0070,H009,2025-10-19,209,57725.8
S000805,D0097,H036,2025-05-11,331,117700.29
S000806,D0027,H015,2023-11-16,305,88999.0
S000807,D0061,H098,2024-01-22,515,198558.25
S000808,D0041,H056,2024-05-27,273,55304.34
S000809,D0027,H036,2023-06-17,737,215056.6
S000810,D0001,H038,2024-01-18,672,248955.84
S000811,D0002,H004,2024-10-27,651,269650.71
S000812,D0005,H009,2023-01-24,620,166693.2
S000813,D0035,H060,2025-12-15,726,276417.24
S000814,D0025,H019,2023-08-27,191,1910.0
S000815,D0120,H033,2024-09-24,592,178482.08
S000816,D0088,H018,2025-04-11,354,22362.18
S000817,D0007,H041,2023-09-30,953,280191.53
S000818,D0005,H027,2025-02-14,584,157014.24
S000819,D0010,H065,2025-07-19,224,77241.92
S000820,D0016,H026,2025-05-12,352,15987.84
S000821,D0023,H081,2024-03-02,912,130470.72
S000822,D0098,H013,2025-05-11,248,56779.6
S000823,D0019,H060,2024-08-11,505,149308.3
S000824,D0022,H038,2024-11-27,242,90367.64
S000825,D0054,H065,2025-03-20,246,78968.46
S000826,D0024,H046,2025-02-21,97,34794.87
S000827,D0119,H059,2025-02-20,312,149204.64
S000828,D0102,H028,2025-11-25,322,115189.06
S000829,D0116,H037,2025-07-01,882,15011.64
S000830,D0038,H039,2023-07-15,916,294677.2
S000831,D0055,H002,2024-04-16,179,3603.27
S000832,D0032,H002,2023-03-02,809,177098.19
S000833,D0111,H005,2023-08-03,77,29952.23
S000834,D0039,H051,2024-03-14,220,78405.8
S000835,D0018,H039,2025-08-28,814,284623.24
S000836,D0041,H085,2023-03-09,466,94402.28
S000837,D0006,H045,2024-04-16,429,170578.98
S000838,D0007,H016,2024-05-28,321,94377.21
S000839,D0083,H086,2025-12-08,325,9233.25
S000840,D0104,H022,2025-08-05,894,335840.04
S000841,D0032,H084,2025-02-22,82,17950.62
S000842,D0021,H038,2025-09-20,112,37705.92
S000843,D0042,H059,2024-06-19,955,286633.7
S000844,D0098,H036,2023-10-21,126,28847.7
S000845,D0081,H064,2024-01-04,494,26592.02
S000846,D0080,H021,2025-09-15,966,154820.82
S000847,D0062,H024,2023-06-17,981,252725.22
S000848,D0061,H014,2024-04-23,596,229787.8
S000849,D0031,H059,2023-08-04,922,340264.1
S000850,D0036,H001,2025-11-22,974,405885.28
S000851,D0009,H006,2025-07-10,437,123452.5
S000852,D0047,H061,2023-03-26,139,23919.12
S000853,D0104,H052,2024-08-18,436,163787.76
S000854,D0047,H088,2025-03-26,452,77780.16
S000855,D0117,H017,2025-07-01,684,57544.92
S000856,D0036,H065,2025-07-11,827,344627.44
S000857,D0051,H070,2023-12-22,22,1478.84
S000858,D0034,H027,2023-05-24,550,40568.0
S000859,D0046,H079,2023-01-31,36,5715.36
S000860,D0006,H090,2024-02-14,103,40954.86
S000861,D0052,H001,2025-03-23,461,7154.72
S000862,D0046,H062,2023-10-06,503,79856.28
S000863,D0047,H057,2025-12-12,263,45257.04
S000864,D0003,H017,2025-06-05,460,115147.2
S000865,D0067,H037,2024-02-28,817,130752.68
S000866,D0057,H026,2023-05-18,629,125523.24
S000867,D0090,H011,2025-09-03,951,220232.58
S000868,D0095,H067,2023-11-26,421,29293.18
S000869,D0097,H076,2025-08-08,295,104899.05
S000870,D0017,H075,2023-12-10,978,344637.42
S000871,D0041,H052,2025-01-07,128,25930.24
S000872,D0090,H006,2024-10-29,527,122042.66
S000873,D0044,H003,2025-09-04,242,106533.24
S000874,D0100,H017,2024-09-21,946,453256.98
S000875,D0071,H066,2024-01-04,67,4480.96
S000876,D0091,H041,2025-05-19,170,20707.7
S000877,D0023,H005,2023-01-31,117,16738.02
S000878,D0020,H069,2024-06-24,304,55385.76
S000879,D0065,H047,2023-12-16,801,85058.19
S000880,D0107,H034,2024-01-03,473,196976.12
S000881,D0049,H045,2024-10-19,516,132679.08
S000882,D0064,H009,2025-03-26,905,388570.8
S000883,D0088,H015,2024-05-04,256,16171.52
S000884,D0059,H045,2024-05-30,592,127309.6
S000885,D0017,H012,2023-02-05,802,282616.78
S000886,D0101,H077,2025-03-15,263,98745.98
S000887,D0033,H093,2025-08-19,907,42356.9
S000888,D0067,H055,2023-05-18,616,98584.64
S000889,D0001,H039,2024-12-31,320,118550.4
S000890,D0022,H012,2023-04-28,392,146380.64
S000891,D0106,H067,2023-04-08,576,263859.84
S000892,D0052,H045,2023-02-06,125,1940.0
S000893,D0054,H002,2023-04-14,48,15408.48
S000894,D0058,H022,2024-08-27,783,370930.59
S000895,D0105,H095,2025-10-08,358,147764.5
S000896,D0068,H092,2024-12-13,983,85471.85
S000897,D0061,H027,2023-05-24,239,92146.45
S000898,D0046,H043,2023-12-10,716,113672.16
S000899,D0097,H037,2023-01-15,492,174950.28
S000900,D0116,H095,2025-06-20,75,1276.5
S000901,D0011,H054,2024-08-27,700,266252.0
S000902,D0110,H079,2023-05-27,307,97411.1
S000903,D0049,H058,2024-05-10,477,122651.01
S000904,D0087,H039,2024-09-16,966,62616.12
S000905,D0034,H005,2024-05-27,302,22275.52
S000906,D0023,H026,2025-07-02,288,41201.28
S000907,D0090,H070,2025-09-23,628,145432.24
S000908,D0042,H093,2025-08-03,142,42619.88
S000909,D0004,H017,2024-07-12,247,52517.14
S000910,D0113,H099,2024-11-07,773,84612.58
S000911,D0119,H056,2024-10-16,740,353882.8
S000912,D0079,H040,2024-12-06,254,16466.82
S000913,D0018,H018,2023-10-06,636,222383.76
S000914,D0019,H028,2023-04-05,646,190996.36
S000915,D0114,H006,2024-06-11,39,1326.39
S000916,D0062,H099,2024-05-09,92,23701.04
S000917,D0037,H019,2025-03-28,306,7870.32
S000918,D0114,H055,2023-10-11,12,408.12
S000919,D0008,H050,2025-09-01,561,234806.55
S000920,D0047,H094,2024-03-29,923,158829.84
S000921,D0075,H021,2025-08-08,584,249531.52
S000922,D0030,H070,2025-01-18,185,87172.0
S000923,D0108,H040,2024-09-02,597,160366.14
S000924,D0012,H010,2024-01-24,236,65995.04
S000925,D0090,H096,2024-02-17,411,95179.38
S000926,D0041,H037,2023-10-06,781,158214.98
S000927,D0072,H020,2024-11-03,183,4582.32
S000928,D0060,H001,2025-09-15,913,456125.67
S000929,D0099,H017,2024-06-17,892,347576.72
S000930,D0004,H076,2025-02-08,612,130123.44
S000931,D0072,H078,2024-08-05,357,8939.28
S000932,D0001,H091,2023-04-17,112,41492.64
S000933,D0035,H043,2025-04-11,497,189227.78
S000934,D0049,H015,2024-05-12,942,242216.46
S000935,D0069,H037,2025-08-19,21,5305.44
S000936,D0028,H056,2024-05-06,786,340463.76
S000937,D0039,H008,2024-06-08,626,223100.14
S000938,D0087,H042,2025-07-04,399,25863.18
S000939,D0040,H040,2025-06-21,712,112674.0
S000940,D0037,H009,2023-08-27,855,21990.6
S000941,D0050,H089,2023-08-24,623,139969.41
S000942,D0019,H063,2024-03-03,402,118855.32
S000943,D0047,H036,2024-08-25,64,11013.12
S000944,D0052,H062,2025-12-21,76,1179.52
S000945,D0033,H091,2023-02-25,158,7378.6
S000946,D0058,H077,2025-10-17,490,232127.7
S000947,D0103,H012,2024-07-30,308,29937.6
S000948,D0019,H045,2025-10-01,894,264320.04
S000949,D0069,H010,2025-08-03,165,41685.6
S000950,D0023,H053,2024-05-23,567,81115.02
S000951,D0100,H025,2023-05-01,815,390490.95
S000952,D0002,H008,2025-08-02,656,271721.76
S000953,D0001,H081,2024-09-18,42,15559.74
S000954,D0046,H071,2024-03-22,447,70965.72
S000955,D0108,H077,2024-11-18,915,245787.3
S000956,D0036,H027,2024-02-28,83,34587.76
S000957,D0042,H074,2023-05-06,624,187287.36
S000958,D0023,H075,2025-08-08,871,124605.26
S000959,D0085,H038,2025-10-07,395,6256.8
S000960,D0016,H017,2025-05-16,593,26934.06
S000961,D0113,H032,2024-05-07,107,11712.22
S000962,D0067,H094,2023-01-10,193,30887.72
S000963,D0006,H080,2025-03-13,301,119683.62
S000964,D0105,H070,2024-04-10,364,150241.0
S000965,D0009,H091,2024-01-23,412,116390.0
S000966,D0039,H016,2023-04-04,26,9266.14
S000967,D0063,H040,2023-01-16,484,131585.08
S000968,D0011,H004,2025-05-21,757,287932.52
S000969,D0005,H010,2025-06-13,976,262407.36
S000970,D0014,H072,2025-06-12,136,21606.32
S000971,D0093,H027,2025-01-06,919,238820.53
S000972,D0065,H013,2024-04-21,137,14548.03
S000973,D0053,H006,2024-02-20,566,173150.72
S000974,D0029,H092,2023-08-02,995,287465.45
S000975,D0054,H015,2024-08-21,217,69659.17
S000976,D0074,H037,2025-05-10,78,27506.7
S000977,D0042,H015,2024-12-12,206,61828.84
S000978,D0049,H010,2025-04-24,716,184105.08
S000979,D0045,H080,2023-11-01,665,178140.2
S000980,D0057,H002,2024-03-14,373,74435.88
S000981,D0105,H051,2023-12-06,724,298831.0
S000982,D0076,H021,2023-12-17,936,414498.24
S000983,D0002,H040,2024-02-13,650,269236.5
S000984,D0019,H029,2025-08-04,755,223223.3
S000985,D0050,H032,2023-06-03,350,78634.5
S000986,D0020,H083,2025-07-17,565,102937.35
S000987,D0106,H025,2025-06-25,468,214386.12
S000988,D0078,H026,2025-08-24,966,359806.02
S000989,D0035,H050,2023-08-07,817,311064.58
S000990,D0096,H047,2023-04-25,69,31150.05
S000991,D0071,H011,2025-08-02,457,30564.16
S000992,D0088,H047,2024-03-21,355,22425.35
S000993,D0027,H067,2025-06-30,530,154654.0
S000994,D0119,H009,2023-06-30,486,232414.92
S000995,D0043,H080,2025-01-26,662,6620.0
S000996,D0062,H080,2025-01-05,245,63116.9
S000997,D0004,H053,2023-01-07,543,115452.66
S000998,D0065,H084,2023-04-20,91,9663.29
S000999,D0086,H092,2023-04-03,86,39936.68
S001000,D0058,H070,2025-07-23,261,123643.53
S001001,D0006,H045,2024-01-27,234,93043.08
S001002,D0030,H047,2023-04-12,546,257275.2
S001003,D0108,H078,2024-10-12,303,81391.86
S001004,D0105,H068,2025-09-22,359,148177.25
S001005,D0081,H081,2023-11-06,761,40964.63
S001006,D0024,H035,2025-10-02,21,7532.91
S001007,D0031,H085,2025-08-02,34,12547.7
S001008,D0059,H046,2025-03-13,60,12903.0
S001009,D0114,H002,2024-07-10,291,9896.91
S001010,D0045,H076,2025-07-26,657,175997.16
S001011,D0096,H067,2025-06-22,914,412625.3
S001012,D0119,H051,2023-07-14,536,256325.92
S001013,D0014,H069,2023-11-25,289,45913.43
S001014,D0005,H059,2025-05-17,166,44630.76
S001015,D0059,H089,2023-05-18,930,199996.5
S001016,D0106,H076,2023-03-17,842,385711.78
S001017,D0028,H006,2025-12-22,783,339164.28
S001018,D0005,H064,2025-01-12,763,205140.18
S001019,D0098,H024,2025-07-22,516,118138.2
S001020,D0047,H055,2024-09-20,273,46977.84
S001021,D0016,H055,2023-08-18,80,3633.6
S001022,D0042,H096,2024-09-25,765,229607.1
S001023,D0047,H006,2023-06-27,974,167605.92
S001024,D0089,H028,2023-05-12,537,74245.62
S001025,D0054,H028,2023-01-28,846,271574.46
S001026,D0101,H016,2023-12-19,455,170834.3
S001027,D0002,H032,2024-04-30,234,96925.14
S001028,D0058,H096,2025-12-15,89,42161.97
S001029,D0113,H014,2024-03-17,253,27693.38
S001030,D0107,H067,2025-10-27,443,184482.92
S001031,D0055,H016,2025-12-12,327,6582.51
S001032,D0111,H032,2025-08-09,153,59515.47
S001033,D0101,H029,2025-12-10,880,330404.8
S001034,D0002,H045,2024-06-27,572,236928.12
S001035,D0065,H026,2023-07-24,195,20707.05
S001036,D0117,H021,2024-04-18,827,69575.51
S001037,D0041,H036,2025-10-23,735,148896.3
S001038,D0045,H039,2025-06-06,326,87328.88
S001039,D0083,H003,2024-09-08,356,10113.96
S001040,D0039,H025,2024-07-21,948,337857.72
S001041,D0080,H043,2024-02-27,461,73884.47
S001042,D0089,H019,2025-04-06,896,123880.96
S001043,D0039,H090,2025-02-10,270,96225.3
S001044,D0016,H048,2024-03-17,563,25571.46
S001045,D0041,H016,2024-07-31,209,42339.22
